ID,Gonad_ID,Location,L,Species,Date,Year,Month,FL,histology Sex,field Sex,Gonad_State,Stage,FW,GW,PHASE,mature
31,manini 1 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,18.9,F,F,SC,VT,190,5.061,VT,1
39,,Kiholo,North Kona,Manini,2/5/13,2013,2,19,,M,,,200,,,
1461,,Kiholo,North Kona,Manini,2/7/14,2014,2,20.2,,M,,,220,5.55,,1
1583,ES686,Kaupulehu,North Kona,Manini,3/22/14,2014,3,12.9,F,U,U,PN,59.3,0.07,U,0
1584,ES687,Kaupulehu,North Kona,Manini,3/22/14,2014,3,14.5,F,F,RE,PN,81.6,0.23,RE,1
1585,ES688,Kaupulehu,North Kona,Manini,3/22/14,2014,3,16.8,F,F,SC,HY1,134.3,3.85,VT,1
1589,ES690,Kiholo,North Kona,Manini,3/23/14,2014,3,12.8,M,M,U,IMMATURE,53,0.03,,0
1590,ES691,Kiholo,North Kona,Manini,3/23/14,2014,3,14.5,F,F,U,PN,78.4,0.16,U,0
1591,ES692,Kiholo,North Kona,Manini,3/23/14,2014,3,16.2,,F,,,117.9,3.4,,1
1593,ES694,West Hawaii,North Kona,Manini,3/23/14,2014,3,15,M,M,SC,MATURE,99.1,0.1,,1
1594,ES695,West Hawaii,North Kona,Manini,3/23/14,2014,3,16,,M,,,110,1.62,,1
1898,KH014,Kaupulehu,North Kona,Manini,4/24/14,2014,4,14.5,F,F,D,CA,100,0.287,D,0
351,KH034,Kaupulehu,North Kona,Manini,4/19/13,2013,4,15.4,F,F,D,CA,95.7,0.24,D,0
1900,KH033,Kaupulehu,North Kona,Manini,4/24/14,2014,4,15.8,F,F,S,VT,100,2.515,VT,1
355,KH036,Kaupulehu,North Kona,Manini,4/19/13,2013,4,15.9,F,F,SC,HY2,102.8,6.4,H,1
1901,KH091,Kaupulehu,North Kona,Manini,4/24/14,2014,4,16,F,F,SC,VT,100,2.827,VT,1
358,KH452,Kaupulehu,North Kona,Manini,4/24/13,2013,4,16.6,F,F,SC,HY1,120.1,,VT,1
1897,KH090,Kaupulehu,North Kona,Manini,4/24/14,2014,4,16.9,F,F,SC,VT,120,2.552,VT,1
356,KH474,Kaupulehu,North Kona,Manini,4/24/13,2013,4,16.9,F,F,SC,VT,125.56,,VT,1
1899,KH081,Kaupulehu,North Kona,Manini,4/24/14,2014,4,17,F,F,SC,VT,140,3.201,VT,1
354,KH401,Kaupulehu,North Kona,Manini,4/19/13,2013,4,17,F,F,SC,HY2,133.8,6.1,H,1
262,,Kaupulehu,North Kona,Manini,4/17/13,2013,4,17.1,,M,,,140.86,8.21,,1
406,KH248,Kaupulehu,North Kona,Manini,4/29/13,2013,4,17.3,M,M,D,Mature,126.92,4.57,,1
266,KH455,Kaupulehu,North Kona,Manini,4/16/13,2013,4,17.3,,M,,,140,11,,1
405,KH057,Kaupulehu,North Kona,Manini,4/29/13,2013,4,17.5,M,M,SC,Mature,133.93,0.44,,1
260,KH424,Kaupulehu,North Kona,Manini,4/17/13,2013,4,17.6,F,F,SC,HY1,137.39,5.31,VT,1
353,KH446,Kaupulehu,North Kona,Manini,4/19/13,2013,4,17.7,F,F,SC,HY2,143,8.8,H,1
261,KH423,Kaupulehu,North Kona,Manini,4/17/13,2013,4,17.7,F,F,SC,VT,146.37,3.41,VT,1
272,KH427,Kaupulehu,North Kona,Manini,4/13/13,2013,4,17.8,F,F,SC,VT,128,2.1,VT,1
263,KH035,Kaupulehu,North Kona,Manini,4/17/13,2013,4,17.9,F,F,S,VT,142.3,2.48,VT,1
404,KH246,Kaupulehu,North Kona,Manini,4/29/13,2013,4,17.9,M,M,SC,Mature,145.22,4.87,,1
277,KH435,Kaupulehu,North Kona,Manini,4/13/13,2013,4,18,F,F,S,VT,163,6.6,VT,1
265,KH470,Kaupulehu,North Kona,Manini,4/16/13,2013,4,18.1,F,F,SC,HY2,149,7,H,1
403,KH247,Kaupulehu,North Kona,Manini,4/29/13,2013,4,18.3,F,F,SC,HY1,148.15,3.73,VT,1
275,,Kaupulehu,North Kona,Manini,4/13/13,2013,4,18.6,,M,,,169,9.5,,1
357,KH473,Kaupulehu,North Kona,Manini,4/24/13,2013,4,19.1,F,F,S,HY1,186.72,,VT,1
273,KH408,Kaupulehu,North Kona,Manini,4/13/13,2013,4,19.1,F,F,SC,Vt,181,5.3,VT,1
352,KH457,Kaupulehu,North Kona,Manini,4/19/13,2013,4,19.3,F,F,SC,HY2,172.9,13.6,H,1
274,,Kaupulehu,North Kona,Manini,4/13/13,2013,4,19.5,,M,,,188,10.9,,1
276,KH430,Kaupulehu,North Kona,Manini,4/13/13,2013,4,19.7,F,F,SC,HY1,182,3.8,VT,1
402,KH249,Kaupulehu,North Kona,Manini,4/29/13,2013,4,20.8,F,F,SC,HY1,214.44,4.93,VT,1
210,KH434,Kawaihae,North Kona,Manini,4/6/13,2013,4,14.5,M,U,U,Immature,89,,,0
207,KH436,Kawaihae,North Kona,Manini,4/6/13,2013,4,16,M,U,U,Immature,106,,,0
196,KH455,Kawaihae,North Kona,Manini,4/6/13,2013,4,16,M,U,U,IMMATUE,108,,,0
1652,KH943,Kiholo,North Kona,Manini,4/8/14,2014,4,12.9,F,F,U,PN,80,0.22,U,0
487,KH472,Kiholo,North Kona,Manini,4/9/13,2013,4,14.4,F,F/U,U,PN,60,0.04,U,0
486,KH471,Kiholo,North Kona,Manini,4/9/13,2013,4,14.4,F,F/U,U,PN,60,0.05,U,0
1912,HK025,Kiholo,North Kona,Manini,4/18/13,2013,4,14.4,,F,,,110,0.344,,
412,KH368,Kiholo,North Kona,Manini,4/29/13,2013,4,14.5,,F,,,40,,,
1903,KH039,Kiholo,North Kona,Manini,4/27/14,2014,4,14.6,,F,,,80,0.207,,
1902,KH028,Kiholo,North Kona,Manini,4/27/14,2014,4,14.9,F,F,U,CA,90,0.38,D,0
1911,KH786,Kiholo,North Kona,Manini,4/18/13,2013,4,15,F,F,U,PN,110,0.207,U,0
1908,HK028,Kiholo,North Kona,Manini,4/18/13,2013,4,15,F,F,U,PN,100,0.167,U,0
484,KH425,Kiholo,North Kona,Manini,4/9/13,2013,4,15,F,F/U,U,PN,80,0.05,U,0
414,KH369,Kiholo,North Kona,Manini,4/29/13,2013,4,15.4,F,F,U,PN,50,,U,0
413,KH367,Kiholo,North Kona,Manini,4/29/13,2013,4,15.4,F,F,U,PN,60,,U,0
1905,KH030,Kiholo,North Kona,Manini,4/27/14,2014,4,15.5,F,F,D,CA,110,0.322,U,0
495,KH384,Kiholo,North Kona,Manini,4/14/13,2013,4,15.5,M,,U,Immature,90,,,0
1910,KH769,Kiholo,North Kona,Manini,4/18/13,2013,4,15.7,F,F,U,PN,130,0.3,U,0
1653,KH926,Kiholo,North Kona,Manini,4/8/14,2014,4,16.1,F,F,D,CA,110,0.2,D,0
1907,HK027,Kiholo,North Kona,Manini,4/18/13,2013,4,16.1,F,F,RE,PN,120,0.296,RE,1
1909,HK026,Kiholo,North Kona,Manini,4/18/13,2013,4,16.4,F,F,U,PN,120,0.244,U,0
1904,KH031,Kiholo,North Kona,Manini,4/27/14,2014,4,16.5,F,F,SC,VT,110,3.495,VT,1
490,KH441,Kiholo,North Kona,Manini,4/11/13,2013,4,16.7,F,F,SC,VT,140,,VT,1
366,KH461,Kiholo,North Kona,Manini,4/24/13,2013,4,16.7,F,U,RE,PN,141.94,,RE,1
1693,KH929,Kiholo,North Kona,Manini,4/13/14,2014,4,17.5,F,F,RE,CA,170,0.44,RE,1
1651,KH927,Kiholo,North Kona,Manini,4/8/14,2014,4,17.8,F,F,SC,VT,180,1.1,VT,1
1906,KH032,Kiholo,North Kona,Manini,4/27/14,2014,4,18.1,,F,,,170,4.779,,1
492,KH419,Kiholo,North Kona,Manini,4/11/13,2013,4,18.2,,F,,,180,,,
368,KH458,Kiholo,North Kona,Manini,4/24/13,2013,4,18.4,F,F,SC,HY1,163.79,,VT,1
489,KH449,Kiholo,North Kona,Manini,4/11/13,2013,4,18.5,,M,,,190,,,
1692,KH931,Kiholo,North Kona,Manini,4/13/14,2014,4,19.3,F,F,SC,VT,180,5.79,VT,1
367,KH477,Kiholo,North Kona,Manini,4/24/13,2013,4,19.4,F,F,SC,VT,203.54,,VT,1
1650,KH944,Kiholo,North Kona,Manini,4/8/14,2014,4,19.8,F,F,S,VT,230,12.04,VT,1
491,KH418,Kiholo,North Kona,Manini,4/11/13,2013,4,19.8,F,F,SC,HY1,250,,VT,1
365,KH462,Kiholo,North Kona,Manini,4/24/13,2013,4,19.9,F,F,S,HY1,224.01,,VT,1
1695,KH928,Kiholo,North Kona,Manini,4/13/14,2014,4,20,F,F,SC,VT,230,4.31,VT,1
1654,KH942,Kiholo,North Kona,Manini,4/8/14,2014,4,20,F,F,SC,VT,230,7.34,VT,1
370,KH463,Kiholo,North Kona,Manini,4/24/13,2013,4,20,,M,,,226.16,11.11,,1
364,KH404,Kiholo,North Kona,Manini,4/24/13,2013,4,20.5,F,F,SC,VT,233,,VT,1
488,KH450,Kiholo,North Kona,Manini,4/11/13,2013,4,21,F,F,SC,HY1,200,,VT,1
1694,KH930,Kiholo,North Kona,Manini,4/13/14,2014,4,21.1,F,F,SC,VT,230,6.08,VT,1
493,KH421,Kiholo,North Kona,Manini,4/11/13,2013,4,21.8,F,F,S,VT,300,,VT,1
369,KH459,Kiholo,North Kona,Manini,4/24/13,2013,4,22.9,F,F,SC,HY1,336,,VT,1
1704,MO2193,West Hawaii,North Kona,Manini,4/12/14,2014,4,15.6,F,F,SC,VT,113.3,1.2,VT,1
1699,MO2172,West Hawaii,North Kona,Manini,4/3/14,2014,4,16.8,F,F,RE,"pn, atresia",128.3,0.04,RE,1
1703,MO2192,West Hawaii,North Kona,Manini,4/12/14,2014,4,17.3,F,F,RE,PN,162.4,0.5,RE,1
1700,MO2171,West Hawaii,North Kona,Manini,4/3/14,2014,4,17.8,F,F,SC,HY2,188.1,1.8,H,1
1705,MO2194,West Hawaii,North Kona,Manini,4/12/14,2014,4,18.3,F,F,RE,PN,193.2,0.3,RG,1
1702,MO2170,West Hawaii,North Kona,Manini,4/3/14,2014,4,18.3,F,F,SC,VT,196.7,3.6,VT,1
1706,MO2195,West Hawaii,North Kona,Manini,4/12/14,2014,4,19.7,F,F,SC,VT,160,8.2,VT,1
2075,ES970,Kaupulehu,North Kona,Manini,5/28/14,2014,5,14,F,F,RE,PN,80,0.317,U,0
2077,ES972,Kaupulehu,North Kona,Manini,5/28/14,2014,5,14.3,F,F,U,PN,80,0.076,U,0
2079,ES974,Kaupulehu,North Kona,Manini,5/28/14,2014,5,14.6,F,F,SC,VT,100,0.566,VT,1
2076,ES971,Kaupulehu,North Kona,Manini,5/28/14,2014,5,14.9,F,F,,PN,80,0.322,,0
552,KH819,Kaupulehu,North Kona,Manini,5/10/13,2013,5,15,F,F,U,PN,84.83,0.07,U,0
2078,ES973,Kaupulehu,North Kona,Manini,5/28/14,2014,5,15.8,F,F,SC,HY2,110,7.853,H,1
547,KH824,Kaupulehu,North Kona,Manini,5/10/13,2013,5,16.9,M,M,SC,Mature,113.4,0.36,,1
468,KH140,Kaupulehu,North Kona,Manini,5/5/13,2013,5,17.7,,M,,,136,8.79,,1
546,,Kaupulehu,North Kona,Manini,5/10/13,2013,5,18,,M,,,191.8,15.47,,1
471,KH181,Kaupulehu,North Kona,Manini,5/5/13,2013,5,18.3,M,M,SC,Mature,158.5,7.13,,1
548,KH823,Kaupulehu,North Kona,Manini,5/10/13,2013,5,18.7,M,M,SC,Mature,170.35,11.56,,1
550,KH821,Kaupulehu,North Kona,Manini,5/10/13,2013,5,19.3,F,F,SC,HY1,175.02,11.1,VT,1
469,KH142,Kaupulehu,North Kona,Manini,5/5/13,2013,5,19.3,F,F,SC,HY1,183.2,6.28,VT,1
549,KH822,Kaupulehu,North Kona,Manini,5/10/13,2013,5,19.7,F,F,SC,HY1,192.43,7.7,VT,1
551,KH820,Kaupulehu,North Kona,Manini,5/10/13,2013,5,19.9,F,F,SC,HY1,183.68,9.85,VT,1
1839,KH074,Kiholo,North Kona,Manini,5/5/14,2014,5,14,F,F,D,CA,90,0.311,D,0
505,,Kiholo,North Kona,Manini,5/9/13,2013,5,14,,U,,,,,,
708,KH397,Kiholo,North Kona,Manini,5/28/13,2013,5,14.7,,F,,,70,0.16,,
500,KH389,Kiholo,North Kona,Manini,5/4/13,2013,5,14.9,F,F/U,U,PN,80,0.05,U,0
706,KH381,Kiholo,North Kona,Manini,5/28/13,2013,5,14.9,,F,,,90,0.16,,
1841,KH079,Kiholo,North Kona,Manini,5/5/14,2014,5,15.1,F,F,U,CA,120,0.391,D,0
707,KH382,Kiholo,North Kona,Manini,5/28/13,2013,5,15.2,F,F,RE,CA,110,0.27,RE,1
1840,KH080,Kiholo,North Kona,Manini,5/5/14,2014,5,15.4,F,F,D,CA,100,0.1,D,0
1924,KH075,Kiholo,North Kona,Manini,5/12/14,2014,5,15.5,F,F,RE,PN,130,0.235,U,0
1925,KH077,Kiholo,North Kona,Manini,5/12/14,2014,5,15.5,F,F,RE,PN,100,0.234,RE,1
1838,KH137,Kiholo,North Kona,Manini,5/5/14,2014,5,15.7,F,F,SC,VT,130,0.985,VT,1
1842,KH135,Kiholo,North Kona,Manini,5/5/14,2014,5,15.8,M,M,SC,MATURE,120,0.262,SC,1
711,KH394,Kiholo,North Kona,Manini,5/28/13,2013,5,16.5,F,F,RE,PN,120,0.32,RE,1
709,KH383,Kiholo,North Kona,Manini,5/28/13,2013,5,16.9,F,F,RE,PN,130,0.34,RE,1
502,KH399,Kiholo,North Kona,Manini,5/9/13,2013,5,17.8,F,F,SC,HY1,160,4.38,VT,1
1922,KH076,Kiholo,North Kona,Manini,5/12/14,2014,5,17.9,F,F,SC,VT,160,6.1,VT,1
504,,Kiholo,North Kona,Manini,5/9/13,2013,5,18,,M,,,,,,
704,KH379,Kiholo,North Kona,Manini,5/28/13,2013,5,18.4,F,F,RE,PN,150,0.35,RE,1
501,KH398,Kiholo,North Kona,Manini,5/4/13,2013,5,18.9,F,F,SC,HY1,160,5.99,VT,1
710,KH396,Kiholo,North Kona,Manini,5/28/13,2013,5,19,F,F,SC,HY1,180,2.84,VT,1
1923,KH138,Kiholo,North Kona,Manini,5/12/14,2014,5,19.5,F,F,SC,VT,200,5.675,VT,1
507,KH392,Kiholo,North Kona,Manini,5/9/13,2013,5,19.5,,F,,,210,9.25,,1
511,,Kiholo,North Kona,Manini,5/9/13,2013,5,20,,M,,,,,,
510,,Kiholo,North Kona,Manini,5/9/13,2013,5,20,,M,,,,,,
509,,Kiholo,North Kona,Manini,5/9/13,2013,5,20,,M,,,,,,
508,,Kiholo,North Kona,Manini,5/9/13,2013,5,20,,M,,,,,,
499,KH388,Kiholo,North Kona,Manini,5/4/13,2013,5,20.6,F,F,SC,HY1,240,10.28,VT,1
705,KH380,Kiholo,North Kona,Manini,5/28/13,2013,5,21,F,F,SC,HY1,250,4.24,VT,1
506,KH390,Kiholo,North Kona,Manini,5/9/13,2013,5,22,F,F,SC,HY2,310,17.18,H,1
642,,West Hawaii,North Kona,Manini,5/31/13,2013,5,20.2,,M,,,,,,
608,"KH848
KH",West Hawaii,North Kona,Manini,5/26/13,2013,5,21,M,M,SC,Mature,226,6.09,,1
607,KH847,West Hawaii,North Kona,Manini,5/26/13,2013,5,22.4,F,F,SC,HY1,226,7.83,VT,1
2111,FC7,Kaupulehu,North Kona,Manini,6/22/14,2014,6,13.5,M,M,U,IMMATURE,61.54,0.02,,0
2115,KH537,Kaupulehu,North Kona,Manini,6/11/14,2014,6,14,F,F,U,PN,90,0.18,U,0
2119,KH532,Kaupulehu,North Kona,Manini,6/11/14,2014,6,14.4,M,M,IMMATURE,,80,0.04,,0
2116,MO063,Kaupulehu,North Kona,Manini,6/11/14,2014,6,14.6,M,M,U,IMMATURE,110,0.21,U,0
644,ES201,Kaupulehu,North Kona,Manini,6/1/13,2013,6,15.2,F,F,U,PN,,,U,0
678,KH180,Kaupulehu,North Kona,Manini,6/1/13,2013,6,15.4,M,M,SC,Mature,93.2,0.15,,
2114,KH538,Kaupulehu,North Kona,Manini,6/11/14,2014,6,15.9,F,F,SC,VT,100,0.43,VT,1
679,KH167,Kaupulehu,North Kona,Manini,6/1/13,2013,6,16,M,M,SC,Mature,99.2,0.36,,1
677,KH789,Kaupulehu,North Kona,Manini,6/1/13,2013,6,16.3,F,F,U,PN,120.5,0.29,U,0
2117,MO010,Kaupulehu,North Kona,Manini,6/11/14,2014,6,16.4,F,F,RE,PN,130,0.25,,1
2121,KH547,Kaupulehu,North Kona,Manini,6/11/14,2014,6,16.7,F,F,SC,VT,140,1.67,VT,1
2110,FC6,Kaupulehu,North Kona,Manini,6/22/14,2014,6,16.8,F,F,SC,VT,114.96,1.58,VT,1
2106,FC2,Kaupulehu,North Kona,Manini,6/22/14,2014,6,16.8,F,F,SC,VT,116,1.48,VT,1
2108,FC4,Kaupulehu,North Kona,Manini,6/22/14,2014,6,17,F,F,SC,VT,117.16,0.41,VT,1
680,KH791,Kaupulehu,North Kona,Manini,6/1/13,2013,6,17.3,F,F,SC,HY1,129,3.32,VT,1
2112,MO062,Kaupulehu,North Kona,Manini,6/11/14,2014,6,17.5,F,F,SC,HY2,150,1.86,H,1
674,KH788,Kaupulehu,North Kona,Manini,6/1/13,2013,6,17.5,F,F,SC,HY1,132.5,2.55,VT,1
2107,FC3,Kaupulehu,North Kona,Manini,6/22/14,2014,6,17.8,F,F,SC,VT,141.56,2.89,VT,1
671,KH825,Kaupulehu,North Kona,Manini,6/1/13,2013,6,18.2,M,M,SC,Mature,151.36,5.7,,1
675,KH790,Kaupulehu,North Kona,Manini,6/1/13,2013,6,19,F,F,SC,HY1,163.1,2.17,VT,1
673,KH818,Kaupulehu,North Kona,Manini,6/1/13,2013,6,19,F,F,SC,HY1,117.5,4.25,VT,1
643,ES200,Kaupulehu,North Kona,Manini,6/1/13,2013,6,19.2,F,F,SC,HY1,,,VT,1
676,,Kaupulehu,North Kona,Manini,6/1/13,2013,6,20.3,,M,,,224,9.05,,1
672,,Kaupulehu,North Kona,Manini,6/1/13,2013,6,20.5,,M,,,202.59,9.3,,1
2120,MO064,Kaupulehu,North Kona,Manini,6/11/14,2014,6,20.8,,F,,,210,3.57,,1
2099,FC9,Kiholo,North Kona,Manini,6/21/14,2014,6,14.5,M,M,U,IMMATURE,75.24,0.03,U,0
2098,FC8,Kiholo,North Kona,Manini,6/21/14,2014,6,15,F,F,U,PN,87.38,0.2,U,0
852,AB15,West Hawaii,North Kona,Manini,6/11/13,2013,6,14.8,,U,,,56.7,,,
851,AB14,West Hawaii,North Kona,Manini,6/11/13,2013,6,16.4,,U,,,85.1,,,
853,AB16,West Hawaii,North Kona,Manini,6/11/13,2013,6,17.6,,U,,,113.4,,,
839,AB07,West Hawaii,North Kona,Manini,6/2/13,2013,6,19,M,U,SC,Mature,141.8,,,1
837,AB05,West Hawaii,North Kona,Manini,6/2/13,2013,6,20.4,,U,,,170.1,,,
838,AB06,West Hawaii,North Kona,Manini,6/2/13,2013,6,21.5,M,U,SC,Mature,226.8,,,1
958,ES420,Kiholo,North Kona,Manini,7/13/13,2013,7,12.5,M,M,U,Immature,,0.05,,0
960,ES422,Kiholo,North Kona,Manini,7/13/13,2013,7,14.7,F,F,U,PN,,,U,0
959,ES421,Kiholo,North Kona,Manini,7/13/13,2013,7,14.7,F,F,U,PN,,,U,0
956,ES418,Kiholo,North Kona,Manini,7/13/13,2013,7,15,F,F,U,PN,,0.24,U,0
2197,KH1035,Kiholo,North Kona,Manini,7/21/14,2014,7,16.5,F,F,U,PN,,0.3,U,0
957,ES419,Kiholo,North Kona,Manini,7/13/13,2013,7,16.5,F,F,U,PN,,0.2,U,0
2201,,Kiholo,North Kona,Manini,7/21/14,2014,7,17.5,,M,,,,,,
2200,,Kiholo,North Kona,Manini,7/21/14,2014,7,17.5,,M,,,,,,
2198,,Kiholo,North Kona,Manini,7/21/14,2014,7,17.5,,M,,,,,,
2199,,Kiholo,North Kona,Manini,7/21/14,2014,7,19.5,,M,,,,,,
961,ES423,Kiholo,North Kona,Manini,7/13/13,2013,7,19.6,F,F,SC,HY1,,,VT,1
962,ES424,Kiholo,North Kona,Manini,7/13/13,2013,7,20.5,F,F,SC,HY1,,,VT,1
955,ES417,Kiholo,North Kona,Manini,7/13/13,2013,7,20.7,F,F,SC,HY1,,15.01,VT,1
1106,BW657,Kaupulehu,North Kona,Manini,8/27/13,2013,8,15,F,F,S,VT,,,VT,1
1090,BW037,Kaupulehu,North Kona,Manini,8/11/13,2013,8,15.4,F,F,S,VT,,,VT,1
1089,BW004,Kaupulehu,North Kona,Manini,8/11/13,2013,8,15.4,F,F,SC,VT,,,VT,1
1105,BW022,Kaupulehu,North Kona,Manini,8/27/13,2013,8,16,F,F,SC,VT,,,VT,1
1091,BW655,Kaupulehu,North Kona,Manini,8/11/13,2013,8,16.8,,F,,,,,,
1082,KH728,Kiholo,North Kona,Manini,8/4/13,2013,8,13.2,M,M,U,Immature,,,,0
1104,BW033,Kiholo,North Kona,Manini,8/20/13,2013,8,13.3,M,U,U,Immature,,,,0
1094,KH727,Kiholo,North Kona,Manini,8/7/13,2013,8,13.4,F,U,U,PN,,,U,0
1103,BW020,Kiholo,North Kona,Manini,8/20/13,2013,8,13.9,F,F,U,PN,,,U,0
1102,BW021,Kiholo,North Kona,Manini,8/20/13,2013,8,13.9,F,F,RE,PN,,,U,0
1084,KH726,Kiholo,North Kona,Manini,8/5/13,2013,8,13.9,F,U,D,PN,,,U,0
1092,KH783,Kiholo,North Kona,Manini,8/18/13,2013,8,14.1,F,U,,,,,,
1100,BW045,Kiholo,North Kona,Manini,8/20/13,2013,8,14.1,M,M,U,Immature,,,,0
976,KH775,Kiholo,North Kona,Manini,8/2/13,2013,8,14.2,,M,,NOT GONAD,80,0.03,,0
1088,KH787,Kiholo,North Kona,Manini,8/5/13,2013,8,14.3,F,U,D,CA,,,U,0
1101,BW044,Kiholo,North Kona,Manini,8/20/13,2013,8,14.5,F,F,RE,PN,,,U,0
1112,BW002,Kiholo,North Kona,Manini,8/29/13,2013,8,15.1,F,,U,PN,,,U,0
1099,BW049,Kiholo,North Kona,Manini,8/20/13,2013,8,15.1,F,F,RE/U,CA,,,D,0
1093,KH784,Kiholo,North Kona,Manini,8/18/13,2013,8,15.1,F,U,RE,PN,,,U,0
1110,BW034,Kiholo,North Kona,Manini,8/29/13,2013,8,15.1,F,F,RE,PN,,,RE,1
1113,BW008,Kiholo,North Kona,Manini,8/29/13,2013,8,15.2,F,F,RE,PN,,,RE,1
1098,BW043,Kiholo,North Kona,Manini,8/20/13,2013,8,15.3,F,F,U,CA,,,U,0
1087,KH723,Kiholo,North Kona,Manini,8/5/13,2013,8,15.4,F,U,D,CA,,,D,0
1085,KH725,Kiholo,North Kona,Manini,8/5/13,2013,8,15.4,F,F,U,PN,,,U,0
1114,BW036,Kiholo,North Kona,Manini,8/29/13,2013,8,15.5,F,F,RE/U,PN,,,RE,1
1111,BW019,Kiholo,North Kona,Manini,8/29/13,2013,8,15.7,F,F,RE,PN,,,RE,1
1086,KH724,Kiholo,North Kona,Manini,8/5/13,2013,8,15.9,M,M,SC,Mature,,,,1
1109,BW010,Kiholo,North Kona,Manini,8/29/13,2013,8,16.2,F,F,U,PN,,,U,0
977,KH774,Kiholo,North Kona,Manini,8/2/13,2013,8,16.3,,M,,NOT GONAD,110,0.05,,0
1095,KH734,Kiholo,North Kona,Manini,8/7/13,2013,8,16.6,F,U,RE,PN,,,RE,1
1097,BW028,Kiholo,North Kona,Manini,8/20/13,2013,8,16.7,F,F,RE,CA,,,RE,1
980,KH771,Kiholo,North Kona,Manini,8/2/13,2013,8,17,F,F,RE,PN,140,0.16,U,0
978,KH773,Kiholo,North Kona,Manini,8/2/13,2013,8,17.2,F,F,S,Atresia,150,0.38,RE,1
1096,BW040,Kiholo,North Kona,Manini,8/20/13,2013,8,17.5,M,M,SC,Mature,,,,1
981,KH767,Kiholo,North Kona,Manini,8/2/13,2013,8,19.2,,M,,,200,0.42,,
1108,BW026,Kiholo,North Kona,Manini,8/29/13,2013,8,19.5,F,F,RE,PN,,,RE,1
979,KH770,Kiholo,North Kona,Manini,8/2/13,2013,8,22,,M,,,290,0.77,,
1107,BW031,Kiholo,North Kona,Manini,8/29/13,2013,8,23.2,F,F,RE,PN,,,RE,1
1132,MO525,Kaupulehu,North Kona,Manini,9/6/13,2013,9,14.5,M,M,U,Immature,,0.04,,0
1129,MO0533,Kaupulehu,North Kona,Manini,9/7/13,2013,9,14.6,F,F,RE,PN,,0.23,U,0
1131,MO532,Kaupulehu,North Kona,Manini,9/7/13,2013,9,16.6,F,F,RE,PN,,0.12,RE,1
1133,MO529,Kaupulehu,North Kona,Manini,9/6/13,2013,9,16.8,F,F,RE,atresic,,0.82,RE,1
1134,MO528,Kaupulehu,North Kona,Manini,9/6/13,2013,9,17.2,M,M,U,IMMATURE,,0.16,U,0
1138,,Kaupulehu,North Kona,Manini,9/6/13,2013,9,17.9,,M,,,,,,
1130,MO535,Kaupulehu,North Kona,Manini,9/7/13,2013,9,19.3,F,F,SC,VT,,4.38,VT,1
1136,MO531,Kaupulehu,North Kona,Manini,9/6/13,2013,9,19.3,M,M,?,?,,0.59,,
1135,MO527,Kaupulehu,North Kona,Manini,9/6/13,2013,9,21.8,F,F,SC,HY1,,2.94,VT,1
1141,MO516,Kiholo,North Kona,Manini,9/4/13,2013,9,13.8,M,M,U,Immature,,,,0
1142,MO517,Kiholo,North Kona,Manini,9/4/13,2013,9,15.3,M,U,U,IMMATURE,,,,0
1124,KH375,Kiholo,North Kona,Manini,9/7/13,2013,9,15.6,F,F,D,CA,,0.16,D,0
1121,KH373,Kiholo,North Kona,Manini,9/7/13,2013,9,17.1,F,F,SC,HY1,,0.48,VT,1
1125,KH391,Kiholo,North Kona,Manini,9/7/13,2013,9,17.5,F,F,RE,PN,,0.33,RE,1
1126,KH393,Kiholo,North Kona,Manini,9/7/13,2013,9,19.7,,M,,,,6.46,,1
1127,KH395,Kiholo,North Kona,Manini,9/7/13,2013,9,20.3,F,F,SC,HY1,,3.55,VT,1
1123,KH373,Kiholo,North Kona,Manini,9/7/13,2013,9,21.4,,F,,,,8.79,,1
1122,KH372,Kiholo,North Kona,Manini,9/7/13,2013,9,22.8,F,F,SC,HY1,,7.74,VT,1
94,manini05,Kaupulehu,North Kona,Manini,11/6/12,2012,11,16,M,U,U,,113.4,0.09,,0
95,manini06,Kaupulehu,North Kona,Manini,11/6/12,2012,11,16.4,M,U,U,,113.4,0.09,,0
93,manini04,Kaupulehu,North Kona,Manini,11/6/12,2012,11,16.5,M,U,SC,,113.4,0.09,,
92,manini03,Kaupulehu,North Kona,Manini,11/6/12,2012,11,16.5,,U,Not gonad,,141.75,0.26,,
91,manini02,Kaupulehu,North Kona,Manini,11/6/12,2012,11,18.3,M,M,U,,170.1,1.76,,
90,manini01,Kaupulehu,North Kona,Manini,11/6/12,2012,11,19.1,F,F,SC,VT,198.45,2.47,VT,1
2371,M1 11-22-2014,Kiholo,North Kona,Manini,11/22/14,2014,11,9.2,,F,,,,,,0
2373,M3 11-22-2014,Kiholo,North Kona,Manini,11/22/14,2014,11,12.4,,F,,,,0.01,,0
2372,M2 11-22-2014,Kiholo,North Kona,Manini,11/22/14,2014,11,15,,M,,,,0.01,,0
2413,M4 11-22-2014,Kiholo,North Kona,Manini,11/22/14,2014,11,15.3,,M,,,119.6,0.01,,0
1499,TD005,West Maui,West Maui,Manini,1/30/14,2014,1,14.5,F,U,U,PN,86,,U,0
1512,WM1483,West Maui,West Maui,Manini,2/27/14,2014,2,13,,F,,,40,0.03,,0
